batch_size,confidence_std_kendall_results,confidence_std_spread_results,max_depth,max_features,max_leaf_nodes,min_samples_leaf,min_samples_split,n_estimators,n_input,n_output,name,nbytes_results,rmse_results,train_rmse_results,train_time_results,verbose,alg
1024,0.0557640936439789,1.0185525446954329,12.0,1.0,999.0,2,5,424,9,1,protein,81610752,2.885608925594346,2.328390999840133,97.78879680484532,0,rf
1024,0.004522422085593,1.334669069029598,99.0,1.0,86.0,7,37,507,9,1,protein,5548608,3.5854246478865064,3.489675276709747,88.92131481319666,0,rf
1024,0.0312239726664585,0.806222292137411,99.0,1.0,999.0,25,5,689,9,1,protein,64310208,2.9890689003284305,2.663440223337901,143.5097369197756,0,rf
1024,0.0213693741910028,0.7198846220354037,95.0,1.0,483.0,33,10,311,9,1,protein,19207360,3.009895401098375,2.824794415998074,60.9911805386655,0,rf
1024,0.0384636833251651,2.402082776869887,61.0,1.0,999.0,1,23,414,9,1,protein,133565824,2.626172168305557,1.836770457054132,118.99352983571588,0,rf
1024,0.0037208107718145,0.7148491947429019,27.0,1.0,392.0,27,19,553,9,1,protein,27711936,3.024683214718365,2.8095892609609394,118.86539057828486,0,rf
1024,0.0427776465857553,1.636062763044365,34.0,1.0,999.0,12,2,256,9,1,protein,50368896,2.6781546930613134,2.23840302279857,57.79549006186426,0,rf
1024,0.0666275205918687,1.8641747772681687,95.0,1.0,999.0,5,6,145,9,1,protein,70364224,2.5617251820103544,1.6496180007720715,40.3579810783267,0,rf
1024,0.0351573911640781,0.7395947843759808,29.0,1.0,999.0,37,22,384,9,1,protein,24054272,3.097144555660844,2.870103241356816,82.4547726828605,0,rf
1024,0.0160781465690004,1.9442088498161745,55.0,1.0,999.0,13,21,39,9,1,protein,7065536,2.6920884401188303,2.295544740380249,9.653146915137768,0,rf
1024,0.0138167082331101,1.195275180781001,62.0,1.0,999.0,20,37,672,9,1,protein,78709248,2.80701224052318,2.5436640953821037,157.85046463645995,0,rf
1024,0.0557407759352199,1.08565485697987,12.0,1.0,999.0,6,33,700,9,1,protein,62497536,2.9561676707021185,2.6184812725649,155.73526524193585,0,rf
1024,0.0140135395562538,1.43003349065548,99.0,1.0,999.0,20,36,217,9,1,protein,25407936,2.8163582412834334,2.545839319020524,50.97105819918215,0,rf
1024,0.0627024459716066,1.882935035430983,86.0,1.0,999.0,4,26,723,9,1,protein,173587008,2.7589760708447906,2.0271168973302616,195.286625623703,0,rf
1024,0.0037891289693667,0.8197509058609711,40.0,1.0,771.0,4,5,181,9,1,protein,17850944,2.685542860185492,2.282409544577139,43.22431336529553,0,rf
1024,0.0306410432550487,0.8122622834177033,48.0,1.0,999.0,33,2,617,9,1,protein,43372480,3.082138073372669,2.8115444094104545,122.04727340862156,0,rf
1024,0.0003064818491514,0.6939191914314787,58.0,1.0,196.0,27,29,133,9,1,protein,3328192,3.3389188953888453,3.086388474769793,26.30324075743556,0,rf
1024,0.0347771195482344,1.0627226804141376,74.0,1.0,999.0,13,3,580,9,1,protein,105198336,2.781029101325131,2.282392408825131,129.5513044781983,0,rf
1024,0.060478558023567,2.686892985313424,23.0,1.0,999.0,2,29,228,9,1,protein,53659904,2.759206256875468,2.0245382655390376,62.54014374688268,0,rf
1024,0.0352599804347505,3.033220744831491,22.0,1.0,999.0,3,3,182,9,1,protein,136266496,2.373465213510352,1.3429760700613809,52.95863179303706,0,rf
1024,0.0395010651412609,1.543057776922499,88.0,1.0,999.0,8,3,390,9,1,protein,116257664,2.6286210955793616,1.9665920358154063,102.66663867421448,0,rf
1024,-0.0081828517434943,0.6896462062693258,99.0,1.0,279.0,1,29,524,9,1,protein,18679552,3.0717262979098447,2.8902775319451868,99.40419212216511,0,rf
1024,0.0333340875922219,0.7649624130540513,99.0,1.0,999.0,28,28,575,9,1,protein,47774528,2.9961973503039263,2.724405643703117,128.8037513718009,0,rf
1024,0.0180710503963547,0.9132305730729412,37.0,1.0,855.0,5,12,525,9,1,protein,57422400,2.6752718302271514,2.2196737502548527,113.7242947947234,0,rf
1024,0.0456912656558835,0.6599680105677401,7.0,1.0,999.0,6,8,703,9,1,protein,10538560,3.725764902657348,3.592444686600226,108.0467875804752,0,rf
1024,0.0517076726816131,2.191055882856163,45.0,1.0,999.0,2,7,557,9,1,protein,454363456,2.407705379725144,1.2546743293773046,169.41813518851995,0,rf
1024,0.0531037555268902,1.0053608706818358,70.0,1.0,999.0,13,2,395,9,1,protein,71605568,2.777270005237494,2.2804862336862337,97.98702310211957,0,rf
1024,0.0598171326077832,2.463563685311001,83.0,1.0,999.0,2,28,584,9,1,protein,146902272,2.683197506282086,2.0020932863124363,161.49076396413147,0,rf
1024,0.0575928702285547,1.960588122034565,14.0,1.0,999.0,3,11,356,9,1,protein,82718080,2.6741015711208136,2.0536887608132552,89.1246593836695,0,rf
1024,0.0465309934384473,2.0794575995651754,99.0,1.0,999.0,9,13,123,9,1,protein,32489024,2.604936143324041,2.057573001551932,28.99137537600473,0,rf
1024,0.0029909733241462,0.745750837483015,23.0,1.0,235.0,1,7,591,9,1,protein,17739456,3.1849194976501574,2.982899186556541,121.00900840759276,0,rf
1024,-0.0046468630278533,2.169321399383441,9.0,1.0,14.0,29,8,609,9,1,protein,1052352,4.241434230713,4.2353949559871245,68.89949300326407,0,rf
1024,0.0257812470827185,0.7169613213968844,17.0,1.0,525.0,5,4,304,9,1,protein,20409344,2.950067468210273,2.510098885831963,69.0373141169548,0,rf
1024,0.0445013646462146,22040.63374350854,30.0,1.0,999.0,1,2,162,9,1,protein,448791424,2.287614820168097,0.8831811476322785,53.96714982390404,0,rf
1024,-0.0158851628331494,0.8399767645492938,34.0,1.0,257.0,12,34,17,9,1,protein,558144,3.142354702653292,2.942840571041234,3.5219886992126703,0,rf
1024,0.0067288229065833,0.7999187733329722,99.0,1.0,584.0,7,5,640,9,1,protein,47800320,2.8611688203819265,2.458626826417555,146.4216970410198,0,rf
1024,0.057962223750781,2.0222215423810237,80.0,1.0,999.0,3,22,297,9,1,protein,86551744,2.644795908137743,1.9064950720824936,82.19274136610329,0,rf
1024,0.0324228497008249,0.8271690501395663,99.0,1.0,999.0,29,7,585,9,1,protein,46917696,2.9593015164957754,2.74611745434342,135.05835109297186,0,rf
1024,0.0195477380931091,1.7171110799029836,59.0,1.0,999.0,12,5,142,9,1,protein,27924992,2.6644750882959234,2.2424095318106514,35.462024653330445,0,rf
1024,0.0474679828710696,1.7012535240713045,99.0,1.0,999.0,3,12,590,9,1,protein,282649344,2.531914094052526,1.5860293122488114,152.69087424501777,0,rf
1024,0.0392740300474731,1.359349036766412,86.0,1.0,999.0,10,10,124,9,1,protein,29406592,2.708735526152513,2.1188236449883986,28.5828254558146,0,rf
1024,0.0673723225456598,1.6316037460101804,53.0,1.0,999.0,7,3,456,9,1,protein,155991424,2.638481373502074,1.8747467550636112,121.9513968732208,0,rf
1024,0.0403201453677636,1.568216622313637,28.0,1.0,999.0,13,37,513,9,1,protein,71027520,2.7593881412886048,2.405470849045087,127.11641283193605,0,rf
1024,0.062878570552947,2.075540821063829,48.0,1.0,999.0,2,7,333,9,1,protein,271497920,2.4668778002484664,1.2558106370022564,100.8396790586412,0,rf
1024,0.0667650443028796,1.996327014255465,82.0,1.0,999.0,5,3,468,9,1,protein,227068928,2.560240621282232,1.6433476713909394,130.52967184968293,0,rf
1024,0.0470354566375618,0.5145485524408396,9.0,1.0,999.0,29,3,218,9,1,protein,6649600,3.4598440711666747,3.2415252724502355,39.63708573020995,0,rf
1024,0.0587693759960255,6.65979464919491,99.0,1.0,999.0,1,5,417,9,1,protein,517702464,2.4027304854721367,1.02308596860634,133.4636530354619,0,rf
1024,-0.0037532373332298,1.23855583289056,99.0,1.0,104.0,1,3,501,9,1,protein,6637248,3.4544752087504,3.4223716177195103,91.27631720341742,0,rf
1024,0.0551154352963673,2.770138262692432,46.0,1.0,999.0,2,8,445,9,1,protein,324786368,2.3656187817376613,1.317891241883139,137.92166691226885,0,rf
1024,0.0094715102532258,0.6957467591970804,47.0,1.0,353.0,36,6,737,9,1,protein,33253440,3.147912736245269,2.909368925871037,140.17798665724695,0,rf
1024,0.0478121927972194,2.0421821379900145,99.0,1.0,999.0,7,17,759,9,1,protein,223661888,2.555602806686417,1.9519250920197897,203.6619706102647,0,rf
1024,-0.0056050713383978,0.9996426890967256,35.0,1.0,120.0,2,4,295,9,1,protein,4512320,3.405305947246277,3.334815765829158,55.360895758494735,0,rf
1024,0.0425663010095514,1.5505337317222756,35.0,1.0,999.0,5,12,711,9,1,protein,299425728,2.543264533738097,1.7073537113766668,196.7485470008105,0,rf
1024,0.0508648732801665,0.855844464923874,11.0,1.0,999.0,4,18,221,9,1,protein,19540032,3.060714252394076,2.6848590732094224,47.6142064537853,0,rf
1024,-0.0057134623487838,0.9080596701884917,98.0,1.0,118.0,25,18,459,9,1,protein,6903360,3.516735192736239,3.3338257968830614,83.89848228357732,0,rf
1024,0.0525598794319483,1.9884150575991768,53.0,1.0,999.0,2,6,332,9,1,protein,307898112,2.436787813873894,1.2010759615171398,92.7309562265873,0,rf
1024,-0.002925373267605,0.8516919241938798,86.0,1.0,338.0,1,5,31,9,1,protein,1339200,3.028457877065152,2.78090153115716,6.69415227137506,0,rf
1024,0.0546751809731876,2.0039128797407675,66.0,1.0,999.0,2,7,285,9,1,protein,232430016,2.449866712177029,1.258840292910255,77.90121024101973,0,rf
1024,0.0440710522296888,2.054900717524819,20.0,1.0,999.0,13,14,89,9,1,protein,15767104,2.707468234441008,2.298446475280892,19.917765371035784,0,rf
1024,0.0710597107815152,2.5214032985845933,94.0,1.0,999.0,1,21,776,9,1,protein,272352256,2.6269495838306773,1.7757760905999604,225.05189534649253,0,rf
1024,0.0311144760729023,0.9921881457878978,52.0,1.0,999.0,30,9,293,9,1,protein,22712256,2.9724351732208727,2.764849635689169,58.7209900598973,0,rf
1024,0.0191370623910309,1.767041729021503,47.0,1.0,999.0,8,22,310,9,1,protein,72445568,2.595383251353649,2.087538660104552,80.78824063204229,0,rf
1024,0.0397457811288549,2.752755895279174,21.0,1.0,999.0,1,31,772,9,1,protein,172251392,2.648391687478421,2.0483034208355586,213.48859781213105,0,rf
1024,0.0321431715707419,2.6664133315099123,67.0,1.0,999.0,3,3,54,9,1,protein,45108608,2.455351203773445,1.3207203238747671,15.949431972578168,0,rf
1024,-0.0033161521288364,1.1638953709097049,99.0,1.0,102.0,6,4,490,9,1,protein,6366080,3.464150092495005,3.432373074842249,88.64568325132132,0,rf
1024,0.0420879317016162,34836.586758085505,76.0,1.0,999.0,1,4,140,9,1,protein,213094784,2.36940670806643,0.9679040255992812,45.50936637446284,0,rf
1024,0.0179215837929499,0.8971521444921544,59.0,1.0,851.0,1,3,409,9,1,protein,44525376,2.741924407475916,2.189166071538835,98.98426096886396,0,rf
1024,0.031585586647464,2.014098494026633,77.0,1.0,999.0,7,34,604,9,1,protein,103084928,2.674950666860889,2.263114560702785,155.2790085040033,0,rf
1024,0.0648009599628063,1.586045849949586,57.0,1.0,999.0,7,8,698,9,1,protein,238882432,2.6417502915820497,1.8756504629424449,186.66966657154265,0,rf
1024,0.0532947917681834,2.80811968821878,38.0,1.0,999.0,3,20,123,9,1,protein,38836928,2.5287927710650897,1.863011445008157,30.87526490818709,0,rf
1024,0.020956988711328,1.0420212177121055,38.0,1.0,999.0,28,15,509,9,1,protein,42291648,2.9367227610815667,2.738347507988052,114.36412907391788,0,rf
1024,0.0593301711134801,2.0346081221260004,20.0,1.0,999.0,3,6,126,9,1,protein,86188032,2.478412352464609,1.3848735389347164,32.58404880575836,0,rf
1024,0.0699480441901353,16.571096863255207,97.0,1.0,999.0,1,3,624,9,1,protein,1240632704,2.4033656000495807,0.9054986333980584,205.29388479329648,0,rf
1024,-0.0101953760342639,0.720610456786719,34.0,1.0,343.0,5,29,642,9,1,protein,28145280,3.071530824857602,2.768108508082946,138.47453286871314,0,rf
1024,0.0521399082454513,1.0977794760842117,41.0,1.0,999.0,14,6,771,9,1,protein,129629888,2.798097634380502,2.3259835215347646,188.8388268239796,0,rf
1024,0.0133508178068583,0.8765680633040673,87.0,1.0,826.0,4,10,531,9,1,protein,56107584,2.7500591357599107,2.21848012955591,127.08029096201062,0,rf
1024,0.0288530871704838,1.1129641635789758,96.0,1.0,999.0,17,4,554,9,1,protein,76465792,2.810434266826113,2.447584407135575,132.56800678931177,0,rf
1024,0.0373256566851807,2.791372924838973,26.0,1.0,999.0,2,11,191,9,1,protein,104160064,2.45467209702584,1.4732808594372435,56.25511571392417,0,rf
1024,0.0405496474919684,2.5608848548185463,53.0,1.0,999.0,2,7,710,9,1,protein,578870784,2.406001619760425,1.2539231515284155,215.10204621776936,0,rf
1024,0.036085764800635,1.2809685881674826,99.0,1.0,999.0,23,3,272,9,1,protein,27605120,2.930237238346032,2.617358351581764,62.550435768440366,0,rf
1024,0.0280215709443585,1.8549552376992051,88.0,1.0,999.0,6,25,147,9,1,protein,33370176,2.7020209188236275,2.0817271532818498,38.75137546285987,0,rf
1024,0.0025905284931589,0.7906231598249666,79.0,1.0,573.0,3,3,188,9,1,protein,13776640,2.831272811362022,2.449380418306164,43.56518488191068,0,rf
1024,0.0617479026530333,2.569145805639558,41.0,1.0,999.0,1,28,466,9,1,protein,125234432,2.680967566799524,1.960061187583884,131.50306928902864,0,rf
1024,0.0343963240824434,1.1645739958832677,74.0,1.0,999.0,17,26,624,9,1,protein,86161408,2.8077256722020225,2.443018541341536,149.29154307954013,0,rf
1024,0.0171098582685184,0.7100941518529584,58.0,1.0,325.0,2,3,220,9,1,protein,9137920,3.152664147448814,2.7915158436514456,47.14837929978967,0,rf
1024,0.0185351500539865,0.6700614719266051,92.0,1.0,999.0,32,3,189,9,1,protein,13710656,3.0487321486537464,2.7918816435198868,41.38329499214888,0,rf
1024,0.0360767219632987,3.0079265656932,78.0,1.0,999.0,2,8,786,9,1,protein,573939328,2.364083215223936,1.315565364233269,236.9200237262994,0,rf
1024,0.0453083821803219,1.8221191039284583,99.0,1.0,999.0,9,4,389,9,1,protein,102683072,2.597348795089008,2.0538598972297306,103.20154349831864,0,rf
1024,0.0316083738676733,0.5103369527586502,8.0,1.0,999.0,34,13,636,9,1,protein,12909952,3.518452689861541,3.444940625245003,106.47471890971065,0,rf
1024,0.0441165004425645,1.4687737356131174,91.0,1.0,999.0,12,6,492,9,1,protein,96784512,2.676273559885012,2.2380233752426766,111.0311421030201,0,rf
1024,0.0391662287688419,1.4492450290531462,75.0,1.0,999.0,2,18,496,9,1,protein,183884288,2.565262172149356,1.7426712319712312,142.012061573565,0,rf
1024,0.03597482065817,2.1444378257136743,66.0,1.0,999.0,3,4,103,9,1,protein,86002880,2.440687740521104,1.3068320968868428,30.44320316798985,0,rf
1024,0.0347829498592208,1.3801755808564478,64.0,1.0,999.0,5,37,464,9,1,protein,78886656,2.7485550775932537,2.249246878045648,119.8608299009502,0,rf
1024,0.0451549203222872,2.665810226600564,99.0,1.0,999.0,6,35,338,9,1,protein,58242048,2.6854893163867564,2.249291329497831,78.70425573177636,0,rf
1024,0.0509734651074008,0.8590268405225304,47.0,1.0,999.0,24,17,604,9,1,protein,58753024,3.031741519445648,2.631511416757913,137.98650150187314,0,rf
1024,0.0496502124362169,0.7602216107201557,53.0,1.0,999.0,26,8,368,9,1,protein,33017344,3.0559227905994795,2.675648455769248,83.24752734415233,0,rf
1024,0.0421621236250484,1.4911741755119114,78.0,1.0,999.0,10,33,246,9,1,protein,39729664,2.7599681760661587,2.2957497473851864,61.41695938073099,0,rf
1024,0.044344530115847,2.155429917685344,41.0,1.0,999.0,7,14,109,9,1,protein,37307584,2.5271949343423765,1.886168081219925,29.54461136786267,0,rf
1024,0.0162190958848322,0.754897581044781,71.0,1.0,632.0,16,6,573,9,1,protein,46316736,2.876675457820625,2.522085891911855,131.0182575006038,0,rf
1024,0.0485231064188599,2.084617908096318,36.0,1.0,999.0,3,3,503,9,1,protein,420041280,2.4191343771704794,1.3051720979037102,149.2708821296692,0,rf
1024,0.046909911058185,2.048090028103953,50.0,1.0,999.0,4,5,405,9,1,protein,248625216,2.4710862156640805,1.494535361237925,116.0642212945968,0,rf
1024,0.067833456748023,1.7214110597518568,14.0,1.0,999.0,4,3,417,9,1,protein,114373440,2.62452916128001,2.0179131506487296,106.18523173918948,0,rf
1024,0.0303591622456833,2.6638302203619,89.0,1.0,999.0,2,14,554,9,1,protein,253968512,2.43991022782096,1.6028470183107135,161.64649187400937,0,rf
1024,0.0544720506519629,0.9394378303884396,25.0,1.0,999.0,20,18,534,9,1,protein,62489216,2.9772141512232877,2.529212716546732,125.06988978013396,0,rf
1024,0.0347557330835036,3.432091112350688,31.0,1.0,999.0,2,6,460,9,1,protein,424107648,2.3383645280653047,1.198515741242211,140.2539088279009,0,rf
1024,-0.0033779280879703,0.9074385568525416,91.0,1.0,227.0,2,3,33,9,1,protein,956736,3.2184025877999094,3.0062804334378974,6.695448383688927,0,rf
1024,0.0299294495754304,0.8061507054908911,55.0,1.0,633.0,4,15,190,9,1,protein,15382400,2.889215801775544,2.390031390416097,44.21756967715919,0,rf
1024,0.0309866394017514,2.275850960717075,99.0,1.0,999.0,10,2,22,9,1,protein,5220096,2.73818270832152,2.1404035112488358,5.114151677116752,0,rf
1024,0.0181420352080743,1.467101482135668,36.0,1.0,999.0,13,6,636,9,1,protein,115327488,2.6800369310016907,2.2869166969348664,157.7946055419743,0,rf
1024,0.0503664544500047,2.791804825407046,34.0,1.0,999.0,2,9,114,9,1,protein,75461120,2.4471093181278056,1.373070810087028,34.057633908465505,0,rf
1024,0.0667982175798264,2.6805505490065182,17.0,1.0,999.0,2,7,626,9,1,protein,309890944,2.4372404496041407,1.531822743165216,159.51186127774417,0,rf
1024,0.0564723803003673,1.611511463149892,51.0,1.0,999.0,4,27,628,9,1,protein,145752320,2.691356529825101,2.0519319653207053,168.410025652498,0,rf
1024,0.0149245099739218,0.8578836364912803,79.0,1.0,768.0,10,3,538,9,1,protein,52853120,2.7314101118247573,2.355997079049841,114.20045017916708,0,rf
1024,0.0292307925385359,2.07389786073142,99.0,1.0,999.0,4,15,238,9,1,protein,89169920,2.5834850467971537,1.7551869225137111,66.19892545975745,0,rf
1024,0.018268018353185,0.7404565315892108,99.0,1.0,559.0,3,3,693,9,1,protein,49541184,2.872113068351406,2.464457625970456,158.92159178853035,0,rf
1024,0.0059492341496574,0.8161534231605039,51.0,1.0,511.0,9,11,275,9,1,protein,17969600,2.8464560352902226,2.5575886714616614,55.87129984702915,0,rf
1024,0.0428669619791005,1.5219024259013267,34.0,1.0,999.0,13,3,508,9,1,protein,92116352,2.699852258254205,2.2861970848559405,128.4930006931536,0,rf
1024,0.0433592912841585,2.125394855488961,99.0,1.0,999.0,1,8,319,9,1,protein,261439552,2.4226429134273224,1.2181818089036578,99.22561610490084,0,rf
1024,0.0272663350710803,1.9898748313049013,65.0,1.0,999.0,5,12,520,9,1,protein,218968192,2.4636628939032943,1.7109048062530698,144.42293388396502,0,rf
1024,0.0107234095584679,0.9259271891919024,90.0,1.0,999.0,34,5,259,9,1,protein,17656000,2.991611746798524,2.8341978650764195,56.45730372145772,0,rf
1024,0.0319933641580037,1.302247467550701,5.0,1.0,999.0,3,27,753,9,1,protein,2988864,3.991613408149255,4.07221541667066,87.09800266847014,0,rf
1024,0.0556993675044859,1.02627594375756,44.0,1.0,999.0,16,28,590,9,1,protein,86636672,2.9129777298417587,2.397808154712909,142.58316012471914,0,rf
1024,0.0410296514204327,2.081354101844179,60.0,1.0,999.0,6,10,136,9,1,protein,54560640,2.4929701745428865,1.785412430564234,37.397072898224,0,rf
1024,0.0260596718116645,0.8479702179239432,99.0,1.0,999.0,28,9,96,9,1,protein,7984384,3.02928102699779,2.7274951919652346,19.41768766567111,0,rf
1024,0.0312127576674357,1.5990227927553322,73.0,1.0,999.0,7,4,108,9,1,protein,36956800,2.614383592837312,1.8811332297347576,28.854737432673573,0,rf
1024,0.0589838608695254,2.863819168899856,62.0,1.0,999.0,1,9,488,9,1,protein,360912000,2.3657822693176582,1.2796664147940773,136.15383379906416,0,rf
1024,0.0279133721746227,0.8917452285800065,66.0,1.0,999.0,21,3,105,9,1,protein,11676864,2.917593456429076,2.567766236427069,24.360356025397778,0,rf
1024,0.027838218638114,0.9492814818835918,99.0,1.0,999.0,13,2,676,9,1,protein,122588032,2.7642563716167814,2.28073755204454,167.28420183062553,0,rf
1024,0.0022189322050317,0.747897118367565,23.0,1.0,527.0,1,36,342,9,1,protein,23048064,2.821228816549797,2.551478880833589,80.15587853640318,0,rf
1024,0.0607323882197173,2.412123083136424,18.0,1.0,999.0,2,5,319,9,1,protein,220526528,2.398362328525723,1.3633120826628264,91.61320951208472,0,rf
1024,0.0413379170297577,1.396193633147006,21.0,1.0,999.0,10,6,537,9,1,protein,124733248,2.68269436133288,2.1188253518414064,136.87650919891894,0,rf
1024,0.0023331916279157,0.9512814117029232,99.0,1.0,135.0,3,4,432,9,1,protein,7437312,3.363027227100321,3.272107594896551,80.39586329041049,0,rf
1024,0.027799807166188,2.0010598923058613,99.0,1.0,999.0,5,15,173,9,1,protein,61317056,2.6018027661522214,1.804963480652781,47.41051920875907,0,rf
1024,0.0269940476183307,0.9170847961251368,79.0,1.0,999.0,36,14,175,9,1,protein,11261376,3.036502084559905,2.859222918192412,38.53717204602435,0,rf
1024,0.0040484162950023,1.2226607668289324,75.0,1.0,68.0,2,3,616,9,1,protein,5322240,3.597638669840341,3.6097776907055854,104.44459520094097,0,rf
1024,0.010373195446758,0.6799310199992189,46.0,1.0,362.0,11,8,586,9,1,protein,27115392,3.0263611289298,2.7512787581692746,126.49111030623315,0,rf
1024,0.0169024737878618,1.2305658894521756,96.0,1.0,999.0,23,7,102,9,1,protein,10364288,2.9594964692771044,2.613360580516899,23.512143302708864,0,rf
1024,0.0440873508438504,2.677779187108527,24.0,1.0,999.0,2,15,137,9,1,protein,56689856,2.515233666189741,1.6532774600661515,39.52312499471009,0,rf
1024,0.0352841746149557,2.615542053254936,40.0,1.0,999.0,8,2,44,9,1,protein,13113088,2.583470722880526,1.992315422694032,11.61095449514687,0,rf
1024,0.0257186157394961,0.9736012848353665,57.0,1.0,999.0,27,4,196,9,1,protein,16918272,2.961354314507646,2.711262620045853,44.206562243402,0,rf
1024,0.0243693940396316,1.9208685094464524,99.0,1.0,999.0,5,17,698,9,1,protein,224470144,2.512265642702927,1.8629315657956795,190.18406245671213,0,rf
1024,0.0263541699350555,1.5123159922884586,71.0,1.0,999.0,7,19,389,9,1,protein,105337792,2.6614119082892693,1.989427495013496,102.89311239868402,0,rf
1024,0.0199310309504584,0.7152534145973121,64.0,1.0,507.0,1,6,470,9,1,protein,30471040,2.9661027438396004,2.527132577343371,106.76712060719728,0,rf
1024,0.0487064353409689,0.9450227214036052,75.0,1.0,999.0,24,8,292,9,1,protein,28378240,3.004910123916581,2.635018251855966,66.61222195252776,0,rf
1024,0.0404969276919545,3.5462103039182,19.0,1.0,999.0,2,39,156,9,1,protein,25829760,2.683267519643492,2.245451664362477,41.07938081212342,0,rf
1024,0.0108410978252488,0.8711872901229518,25.0,1.0,478.0,1,20,64,9,1,protein,3911680,2.866539610749056,2.584816251850205,15.110307469964027,0,rf
1024,0.0131235701532485,1.035933857284774,94.0,1.0,999.0,28,8,46,9,1,protein,3824256,3.028697179812409,2.7272545145932514,10.280606852844356,0,rf
1024,0.0621811605705924,1.4142213195443596,98.0,1.0,999.0,12,25,172,9,1,protein,32803200,2.7909878956243688,2.2407104743609305,43.00875720568001,0,rf
1024,0.0299916707052015,1.4112496896571507,25.0,1.0,999.0,13,4,685,9,1,protein,124137152,2.690671895582395,2.296294158667814,170.10080499574542,0,rf
1024,0.0571937521315666,26990.87784770359,99.0,1.0,999.0,1,5,354,9,1,protein,439266944,2.402499272711935,1.0243990015991835,113.35344707407056,0,rf
1024,-0.017919441623081,0.8662010040943365,88.0,1.0,138.0,21,5,762,9,1,protein,13411200,3.329926128461199,3.281012177406127,144.8499860689044,0,rf
1024,0.0449214225851506,0.5457834376362208,9.0,1.0,999.0,9,15,795,9,1,protein,33488576,3.3063584194321,3.142279374388592,147.24787921831012,0,rf
1024,0.0591271547172894,1.7237471457756657,71.0,1.0,999.0,3,16,540,9,1,protein,205028224,2.5854567384948006,1.7300584586961052,152.42382903583348,0,rf
1024,0.0559485746679076,41209.15918734255,48.0,1.0,999.0,1,3,37,9,1,protein,73641920,2.340122374019449,0.9402807342699312,12.498373609036207,0,rf
1024,0.0264224553326003,1.6344166042140698,58.0,1.0,999.0,7,31,717,9,1,protein,132086976,2.746522727020709,2.206639185801269,184.8226610887796,0,rf
1024,0.0538358845982639,2.646309979098226,54.0,1.0,999.0,3,5,369,9,1,protein,308097728,2.36379940486237,1.309504932478482,99.70318204304203,0,rf
1024,0.0471606053228958,2.344417986771605,46.0,1.0,999.0,5,25,757,9,1,protein,179113920,2.593438899929565,2.0524007656447547,199.6389136002399,0,rf
1024,0.0599472056283264,31162.59412225089,83.0,1.0,999.0,1,2,758,9,1,protein,2170015616,2.3754038106169486,0.8712890421595949,254.0388278402388,0,rf
1024,0.0413009101950136,1.3119708783195398,99.0,1.0,999.0,16,7,180,9,1,protein,26446720,2.7664752032210136,2.41404295496124,45.13512873090804,0,rf
1024,0.0175839381885089,0.8758794454809188,21.0,1.0,999.0,29,10,263,9,1,protein,21079744,3.0337235852261486,2.738230884242338,58.78130308911204,0,rf
1024,0.0506926014058304,1.0534450099450423,99.0,1.0,999.0,14,3,789,9,1,protein,132709568,2.800105179846181,2.3254735610760906,193.6521486099809,0,rf
1024,0.0486167498815741,0.9166956360547516,38.0,1.0,999.0,19,12,414,9,1,protein,51059968,2.8862573119550943,2.5071358057298405,97.61257397569716,0,rf
1024,0.0721896694466552,2.4512628391192064,71.0,1.0,999.0,1,13,646,9,1,protein,346725760,2.5309359341282174,1.4799608134597553,194.5712537504733,0,rf
1024,0.0382975154395669,33.0357035861861,99.0,1.0,999.0,1,4,703,9,1,protein,1069896256,2.296992260805591,0.963735465257146,226.47934824973345,0,rf
1024,0.0340321129947605,0.7732328125853497,47.0,1.0,999.0,30,8,232,9,1,protein,17977472,3.020182071772177,2.761785675921425,51.40747079066932,0,rf
1024,0.0174317648276852,0.7862701200471749,99.0,1.0,999.0,26,2,744,9,1,protein,66716032,2.998836546097897,2.6786460103378453,168.9064873047173,0,rf
1024,0.0242763226139523,1.0026116592646497,28.0,1.0,43.0,2,8,716,9,1,protein,3895040,3.860316378930962,3.798073100941968,108.45790655910967,0,rf
1024,0.0498385249258024,0.9168660143906634,36.0,1.0,999.0,22,32,589,9,1,protein,62565696,2.9730481328636102,2.5855569997806285,136.03398241475224,0,rf
1024,0.036012100184526,1.6518048191090458,84.0,1.0,999.0,8,3,723,9,1,protein,215460800,2.60070639711004,1.9671607437256515,190.18077095597985,0,rf
1024,0.0587304153985522,2.194169984317729,99.0,1.0,999.0,2,27,662,9,1,protein,171995136,2.6750515191906428,1.9811977977289907,184.09950427524743,0,rf
1024,0.0146778522436009,0.8200452114482054,32.0,1.0,723.0,1,18,752,9,1,protein,69544960,2.73136553768152,2.3203388621655683,186.9475899683312,0,rf
1024,0.0488431644079177,2.281448492476835,78.0,1.0,999.0,5,4,351,9,1,protein,170353472,2.461027916285651,1.65214368682398,99.32955398177728,0,rf
1024,0.0428648731838693,3.632111461725768,67.0,1.0,999.0,5,38,16,9,1,protein,2668544,2.863569378302809,2.276581189671002,4.143617231398821,0,rf
1024,0.0401889136674281,1.607983618981535,99.0,1.0,999.0,3,3,703,9,1,protein,587160768,2.4377504492908737,1.3056474945577443,207.87397513911128,0,rf
