batch_size,boosting,confidence_quantile_kendall_results,confidence_quantile_spread_results,feature_fraction,lambda_l2,learning_rate,max_depth,min_data_in_leaf,n_estimators,n_input,n_output,name,nbytes_results,num_leaves,rmse_results,subsample,train_rmse_results,train_time_results,verbose,alg
1024,gbdt,0.0969918938543384,0.8749993100137367,1.0,0.9668702495463416,0.0783849429216529,97,17,590,9,1,protein,3422000,61,2.480505209745153,0.9027078905358366,1.6625680051257543,91.43329851143062,0,lgbm
1024,gbdt,0.1172386784375814,0.101359309363007,1.0,1.2794450017222134,0.0269651988072425,-1,4,773,9,1,protein,1366664,19,3.0702499720064464,0.7862645534934434,2.877263996247699,42.60232366062701,0,lgbm
1024,gbdt,0.1673732869308944,0.0093480735614643,1.0,1.3438336562154276,0.0106430574539058,-1,24,144,9,1,protein,600192,44,3.934510547574357,0.7152961567243279,3.903295751328921,19.96862560417503,0,lgbm
1024,dart,0.1686931828082621,0.2049075972469494,1.0,1.8621539514567085,0.0333016587854588,11,4,663,9,1,protein,5245656,83,2.881008816386994,0.8684710674824636,2.6012873871116517,208.8524394892156,0,lgbm
1024,gbdt,0.0918418550015692,1.0608962681472436,1.0,1.9627267921418128,0.1740824211742198,42,34,662,9,1,protein,1043312,17,2.645260923064145,0.7753125107748405,2.0837119589219,30.68779359292239,0,lgbm
1024,gbdt,0.1076159791440102,0.1522005903579624,1.0,0.2255999891816054,0.069457676965359,23,42,122,9,1,protein,1129232,97,2.7154637494218177,0.8335905531948256,2.3673645932718865,29.51836046669632,0,lgbm
1024,gbdt,0.0976524680863383,1.3501797743429558,1.0,1.2041173507625362,0.0426992148139104,25,41,633,9,1,protein,1666056,28,2.802536147819245,0.845027762414714,2.504542281224486,45.203942709602416,0,lgbm
1024,dart,0.2364078502912968,0.029543972317213,1.0,1.717551786796111,0.0122505861146607,20,42,172,9,1,protein,766432,47,4.434303964596981,0.7081072313114518,4.459111119930042,27.05290532205254,0,lgbm
1024,dart,0.1999138696430538,0.4344106361432157,1.0,0.5221808180264955,0.0163625270610815,85,12,374,9,1,protein,1020272,29,3.8176482675915486,0.7410987504648999,3.814637375642765,49.11098376382142,0,lgbm
1024,gbdt,0.1387347196430017,0.0373451434332247,1.0,0.2220900484796242,0.0090558658418527,37,48,642,9,1,protein,1381584,23,3.384748015194264,0.7736109547113613,3.3266775283271155,41.68557332642376,0,lgbm
