batch_size,boosting,confidence_quantile_kendall_results,confidence_quantile_spread_results,feature_fraction,lambda_l2,learning_rate,max_depth,min_data_in_leaf,n_estimators,n_input,n_output,name,nbytes_results,num_leaves,rmse_results,subsample,train_rmse_results,train_time_results,verbose,alg
1024,gbdt,0.0916603912426287,3.1707197915142795,1.0,0.6656777138933403,0.115267690685373,-1,31,545,9,1,protein,1591400,31,2.6004786983798502,0.8620950523676062,1.9913952230883487,41.585104858502746,0,lgbm
1024,gbdt,0.1305131737965993,0.0513900961903221,1.0,1.5265770094139934,0.0146971457081333,72,20,587,9,1,protein,1375928,25,3.2166695475379483,0.989606576212267,3.1116035705622664,40.38554039690644,0,lgbm
1024,gbdt,0.155088759367253,0.0250991238954736,1.0,1.1662258738187925,0.0171374534915572,-1,1,218,9,1,protein,1515536,73,3.123520944994077,0.8773836598565106,2.9639447088543305,42.33864681236446,0,lgbm
1024,gbdt,0.135047254294249,0.0515960936758178,1.0,1.8202528126269928,0.0595786900061612,29,46,75,9,1,protein,521400,73,3.029132534602957,0.9938335655235636,2.858346605072451,14.245939151383936,0,lgbm
1024,gbdt,0.1190529935866899,0.0619106952857994,1.0,0.2552437293463356,0.0081290100722165,15,34,670,9,1,protein,5429680,85,2.9209003869080536,0.7894078643563158,2.693255088256242,141.69565952382982,0,lgbm
1024,gbdt,0.1493562785236496,0.0292607057236524,1.0,0.2723488005731924,0.0148999902392695,-1,46,273,9,1,protein,954408,37,3.343921614134224,0.8194002508608809,3.2648048158568006,27.79318397399038,0,lgbm
1024,gbdt,0.1065039997376365,0.5662102202890614,1.0,0.2644920807308375,0.0694884006826854,33,18,475,9,1,protein,839800,19,2.9102642752626595,0.7032522347943251,2.632328955210862,23.970208059065044,0,lgbm
1024,gbdt,0.0869526795463012,28.5403969643499,1.0,0.1139671756374163,0.1818945805046072,42,32,305,9,1,protein,1681160,58,2.517624583269488,0.9076354864093674,1.667516133084329,41.63402160257101,0,lgbm
1024,gbdt,0.1782032229869329,0.0019547248224921,1.0,1.9438850716862928,0.0066120352477909,-1,30,39,9,1,protein,327288,88,4.999657882086644,0.8765566935140677,4.976913789989742,9.128931453451514,0,lgbm
1024,gbdt,0.1598669551693289,0.0169077878462506,1.0,0.0053559508128926,0.0063332600075323,27,27,492,9,1,protein,1058784,23,3.679194904298837,0.8151748506671924,3.646658377297308,32.9547488540411,0,lgbm
1024,gbdt,0.0883400859326096,0.7820440908793755,1.0,1.0685292950032663,0.0792602223650667,8,25,372,9,1,protein,2312736,78,2.5879737487677192,0.7934843479954127,2.030116581338409,52.309677925892174,0,lgbm
1024,gbdt,0.1139308024632194,0.1064181012078846,1.0,1.2384108409475827,0.1054497490166689,7,30,92,9,1,protein,289952,34,3.091187020734041,0.7641504652795176,2.958607823595385,7.36690529063344,0,lgbm
1024,gbdt,0.1027841933895082,0.1847858292573392,1.0,1.3753638745535073,0.0175935997416758,57,35,707,9,1,protein,4779320,71,2.707341529689604,0.8514696023035253,2.3580468559902057,123.6301579028368,0,lgbm
1024,gbdt,0.130506706514324,0.1191954138969503,1.0,0.8300678266919106,0.0338237935257966,58,27,448,9,1,protein,663040,16,3.2194886361684314,0.828345849323258,3.104831128975797,20.00174844264984,0,lgbm
1024,dart,0.1399111592194594,2.224674339304148,1.0,1.0184978683047743,0.0772054643829726,93,31,298,9,1,protein,2043088,72,2.872153355500666,0.9186786964418202,2.599400988645064,69.58725927118212,0,lgbm
1024,gbdt,0.1238098109775528,0.0733564112115892,1.0,0.2482378317410603,0.0241145002058439,91,22,496,9,1,protein,972160,21,3.1745565575117016,0.9690805332134134,3.050067138642287,28.631054803729057,0,lgbm
1024,gbdt,0.1683073372321552,0.0132667514851445,1.0,0.7184286118692673,0.0055471433006458,33,36,366,9,1,protein,1630896,47,3.69147035131306,0.8448490980675872,3.6437126634059247,47.3618671791628,0,lgbm
1024,gbdt,0.0834643640095988,1.0180763299561189,1.0,1.6789119143095097,0.1843715833937749,14,42,329,9,1,protein,2389544,79,2.521268898809882,0.8069142014458212,1.5181628931219333,56.20443747192621,0,lgbm
1024,gbdt,0.0982932944180015,0.5431278211541074,1.0,1.5844950929392572,0.0366427348198691,86,44,689,9,1,protein,4459208,68,2.5796510513212803,0.8136908040891514,2.0421074572808,111.1661095926538,0,lgbm
1024,gbdt,0.1425221188293791,0.0388297339316368,1.0,0.4875786971913378,0.0066463757990326,51,10,734,9,1,protein,5596016,80,2.987127469578702,0.980522200384096,2.764426500650936,153.2286784062162,0,lgbm
1024,dart,0.0879469688948781,432.37239856696,1.0,1.2440106735639052,0.1708951399918274,95,19,96,9,1,protein,510720,56,2.9693128349826665,0.8629339712280956,2.79258363275152,15.75405880343169,0,lgbm
1024,dart,0.2579603864506277,0.2293701406277085,1.0,1.4140364527799545,0.0076480630987132,69,12,506,9,1,protein,4343504,90,3.7438477105572057,0.8637922053696439,3.694870399469885,157.94798807054758,0,lgbm
1024,gbdt,0.0815470902850444,3.325533561079738,1.0,0.2900027815878903,0.1780532046124091,-1,3,472,9,1,protein,3915712,87,2.4198010721415555,0.7656737534700165,0.8795415963087181,100.57207930088045,0,lgbm
1024,dart,0.2357330868445089,0.3736139397364013,1.0,1.2869574395125536,0.0101231010723582,-1,10,476,9,1,protein,2852192,63,3.689260509532559,0.8697855753009167,3.6534456532772377,112.63982059899718,0,lgbm
1024,gbdt,0.1442070979458326,0.0372685838835091,1.0,1.199612374982206,0.0097659008945651,-1,40,560,9,1,protein,1527680,29,3.315356448989146,0.9468255539469216,3.2395054487029404,44.98796138167381,0,lgbm
1024,dart,0.206028872007029,0.942520823635598,1.0,1.544651976941375,0.0336134608342932,55,39,312,9,1,protein,2079168,70,3.2117600932797448,0.943980192359438,3.0974944917974896,73.22022805828601,0,lgbm
1024,dart,0.0987120208590542,0.2876834348952159,1.0,0.4125805523494721,0.1629104223255896,88,17,520,9,1,protein,2017600,41,2.6721732598851875,0.7996805400062408,2.1983969626950857,85.139679110609,0,lgbm
1024,gbdt,0.1034264554405147,0.1261301991089562,1.0,1.9156571914494207,0.0161361558266283,37,39,632,9,1,protein,3422912,57,2.8390709929216293,0.9312439028376612,2.5886350025403178,90.85068131424488,0,lgbm
1024,gbdt,0.0964583454236989,0.7668943213548437,1.0,1.2012049439734582,0.041878399598711,54,23,541,9,1,protein,2099080,41,2.740227296536363,0.8687490753219109,2.368437831749512,55.5177983911708,0,lgbm
1024,gbdt,0.1347197637013693,0.0525146583017978,1.0,0.2806709753874392,0.0107771669095511,33,26,763,9,1,protein,2008216,28,3.190230110176548,0.8201442636428904,3.076137634250916,58.05502949096263,0,lgbm
1024,gbdt,0.1671745200630854,0.010739533302811,1.0,1.8454054570399456,0.0059887328671815,10,44,272,9,1,protein,1003136,39,3.925042055458072,0.8200153488766262,3.896220026008868,29.38816551025957,0,lgbm
1024,gbdt,0.0915172983635787,1.2648729498987632,1.0,0.436709918123618,0.124924186820105,-1,7,720,9,1,protein,4106880,60,2.414065987916711,0.8829883295166584,1.1425565106564064,103.7165353819728,0,lgbm
1024,gbdt,0.1192949190561881,0.0892845612629718,1.0,1.656859381374136,0.0302001689778569,-1,4,437,9,1,protein,1401896,34,2.9868714014223485,0.810796245030501,2.773469564780967,39.57546724379063,0,lgbm
1024,gbdt,0.1275950007853171,0.0565069397237477,1.0,0.0671654589391415,0.0114056298366685,36,1,697,9,1,protein,6049960,91,2.811649159046748,0.8994498501178887,2.45429446068358,163.48889734130353,0,lgbm
1024,gbdt,0.0808344004133607,32.93690359206112,1.0,1.890490139548644,0.1808402109486541,-1,48,365,9,1,protein,1416200,41,2.5722008753840635,0.7816391627296928,1.8522269415797803,35.60941873956472,0,lgbm
1024,gbdt,0.1054824089413411,0.5488110729737574,1.0,1.3800207283719603,0.148339197570581,13,10,151,9,1,protein,600376,42,2.716965537273063,0.9567357285276517,2.347509342150924,16.089482259005308,0,lgbm
1024,dart,0.0911841011874191,0.036130121133712,1.0,1.955701394034303,0.1946544372194247,62,33,70,9,1,protein,358960,54,2.96153827493393,0.9210019789933084,2.767978000946421,10.641247193329036,0,lgbm
1024,gbdt,0.1252881920091836,0.0533677289504736,1.0,1.1732493132853443,0.1167012222945874,23,8,50,9,1,protein,438800,92,2.8895643008400933,0.7352155094877084,2.602730833691855,11.894920249469578,0,lgbm
1024,gbdt,0.1209180844815895,0.0580307961711574,1.0,0.7720533203596756,0.0149802889771218,52,31,370,9,1,protein,2820880,80,2.925715540306757,0.7415031349396846,2.696303592128029,75.82940807379782,0,lgbm
1024,dart,0.1500920312288235,0.0007246474185357,1.0,1.542070628164437,0.0114245624408417,94,42,12,9,1,protein,40800,36,5.305506070032719,0.7933492690617463,5.303263275698486,1.327888066880405,0,lgbm
1024,gbdt,0.0977447470717165,1.0183077318581857,1.0,1.497954323512147,0.1189025584648046,-1,16,248,9,1,protein,2319296,98,2.515931557468472,0.8790887229137336,1.6442707299061945,57.71162535063922,0,lgbm
1024,gbdt,0.1033954009659892,0.3715047989313563,1.0,0.903347115832821,0.1915000410040995,46,44,235,9,1,protein,573400,26,2.717200155436763,0.7319318099575561,2.319641783479105,15.4661999149248,0,lgbm
1024,gbdt,0.1644113105186304,0.0208352985376127,1.0,0.7070394914982812,0.0076265310868933,92,8,415,9,1,protein,2566360,65,3.254393431659102,0.9040403196825594,3.1368926147023237,72.26120196469128,0,lgbm
1024,dart,0.2551494137275283,0.0813568218523151,1.0,1.9158879959358557,0.0266499057152387,-1,23,174,9,1,protein,1543728,93,3.62322276043523,0.8731412743170541,3.5619855277853394,47.88412185013294,0,lgbm
1024,gbdt,0.1636745912486687,0.009280758544535,1.0,1.2682904519834903,0.0153697351360529,8,45,114,9,1,protein,223440,21,4.077920726958104,0.7193260929820146,4.073779351636872,7.06602992489934,0,lgbm
1024,gbdt,0.0871150090997892,2.7302062507076705,1.0,0.5041064153001531,0.1305680614123517,-1,38,394,9,1,protein,2739088,73,2.493459285964421,0.7313276478521651,1.5846949827039265,66.53563444130123,0,lgbm
1024,gbdt,0.1596666754714427,0.0124753528380132,1.0,1.0515418551712037,0.0150459659511258,-1,20,246,9,1,protein,364080,16,3.7438041459623217,0.9213111128372728,3.723808832581232,11.905000143684449,0,lgbm
1024,gbdt,0.0969398137099975,0.4906436474253595,1.0,1.038434980295877,0.0489799008280879,11,10,678,9,1,protein,2565552,40,2.6591849454612886,0.7106383513152302,2.169103979163586,66.82668812852353,0,lgbm
1024,gbdt,0.1755494063259038,0.0084178338229673,1.0,1.9403744029662464,0.0079348119912272,51,48,142,9,1,protein,755440,56,4.119010244330337,0.972024865614579,4.081133844661378,21.642044842243195,0,lgbm
1024,gbdt,0.1312115443120255,0.0653472911556654,1.0,1.6721079246491757,0.067312303550607,25,19,102,9,1,protein,660144,68,2.920884652868028,0.9774397073034096,2.680643972516247,17.974351715296507,0,lgbm
1024,gbdt,0.134210840278466,0.0715726381114711,1.0,0.3739853385500349,0.1337435895381797,-1,5,73,9,1,protein,430408,62,2.868051596299948,0.7780744929674119,2.570340701259023,11.77069143485278,0,lgbm
1024,gbdt,0.1680780265061696,0.008278756613903,1.0,1.3507688309019912,0.0056301876375971,91,37,263,9,1,protein,793208,32,4.062698833173773,0.752778486521188,4.046662482784223,24.0837509194389,0,lgbm
1024,gbdt,0.1670094693365182,0.0122674732855275,1.0,1.6889549404957198,0.0238188949831651,55,20,83,9,1,protein,361880,46,3.714397746551674,0.7903028660240233,3.6707066324737583,10.614594069309533,0,lgbm
1024,gbdt,0.0941796399410443,3.01766145413118,1.0,0.6957521143584007,0.088061041151529,-1,19,656,9,1,protein,4497536,72,2.4196387019733114,0.90416066659302,1.3996668456199084,110.48371262010188,0,lgbm
1024,gbdt,0.1472545196213098,0.0351237132719413,1.0,0.6140244559709735,0.0113335840888341,-1,13,382,9,1,protein,2729008,75,3.045874130475696,0.7002559495783781,2.859021587288362,75.3809525994584,0,lgbm
1024,gbdt,0.0974591729899044,0.48396731952443,1.0,1.907603525343985,0.0740472230840526,33,16,579,9,1,protein,1635096,30,2.685772648103069,0.7698305005355421,2.2261057512700817,44.09236708562821,0,lgbm
1024,gbdt,0.1294365439730004,0.0565871277466557,1.0,1.8965789874084116,0.0127769794317226,49,47,356,9,1,protein,3090080,91,2.944624608949381,0.9184693638499264,2.729790075982044,82.56557600945234,0,lgbm
1024,dart,0.1773847245813708,1.5366725991568482,1.0,0.2983756059252453,0.1084844389548271,93,14,102,9,1,protein,748272,77,3.0488046334512493,0.8582380264732894,2.8767148113932586,22.401087749749426,0,lgbm
1024,gbdt,0.0933735139098724,9.117098760740408,1.0,1.860903746518928,0.1662859992682371,62,18,344,9,1,protein,2853824,87,2.451873182380936,0.8924741509513038,1.3058014035007768,69.61699284706265,0,lgbm
1024,gbdt,0.1347366588024371,0.0398029455832881,1.0,1.2191658631079152,0.0067395437286268,-1,37,685,9,1,protein,3775720,58,3.106294687467742,0.9002131250808535,2.968599066972883,105.10180647391826,0,lgbm
1024,gbdt,0.1668453268085385,0.0183400969610844,1.0,1.7303327655221457,0.0199006647710272,57,22,115,9,1,protein,843640,77,3.4168262705553296,0.8095227003605407,3.3156405358450294,23.572977696545426,0,lgbm
1024,gbdt,0.1054492590968928,1.2622201328651543,1.0,0.9033971314487595,0.067791000353839,92,13,557,9,1,protein,4406984,83,2.4898618908802,0.8738587643731678,1.5767325870930975,109.86756099574268,0,lgbm
1024,dart,0.1721592259887261,2.7945292998142066,1.0,1.9172183112194996,0.0195641356675778,-1,26,569,9,1,protein,1005992,19,3.676970220434192,0.9647649467484368,3.658376063622824,66.3138027805835,0,lgbm
1024,dart,0.2751256580980145,0.1256093133134206,1.0,0.7333199768180101,0.005266085539291,30,41,489,9,1,protein,4432296,95,4.076094172088329,0.9174448956419752,4.061775007136265,156.82402074337006,0,lgbm
1024,gbdt,0.0984638994239749,0.8715864105499402,1.0,0.9361890428020168,0.0544067858859914,56,39,470,9,1,protein,3493040,78,2.556356260333906,0.9035145860575088,1.943336390904768,87.23866343405098,0,lgbm
1024,gbdt,0.1662805670263728,0.0046050644969031,1.0,0.5906840324717639,0.0057763498499185,62,13,120,9,1,protein,753600,66,4.455879842357756,0.7177147010731425,4.422550642263039,22.11305653117597,0,lgbm
1024,gbdt,0.1661987483361061,0.0061862270579558,1.0,0.1666877774846951,0.0062858797450584,37,29,171,9,1,protein,663480,41,4.237405920752534,0.9979006579745018,4.213668684066108,20.323780715465546,0,lgbm
1024,dart,0.2493789279229954,2.113469938042408,1.0,1.616305628656483,0.0070355567191739,30,35,783,9,1,protein,5894424,79,3.6136286496550585,0.8169374779493851,3.562541129979943,264.60077423229814,0,lgbm
1024,gbdt,0.0991226899456561,0.7005781962353328,1.0,0.3980078012817929,0.0278885057761212,-1,21,613,9,1,protein,4026184,69,2.642101348214065,0.7756655714204083,2.1886653148212374,107.72661366406828,0,lgbm
1024,dart,0.158411699120874,0.0007455368834952,1.0,0.9441728360415188,0.0051520374769361,33,1,33,9,1,protein,159720,51,5.239450694454659,0.9854006277090714,5.233874979546608,4.942261362448335,0,lgbm
1024,gbdt,0.151777208482004,0.0319977229652684,1.0,1.7179933470782942,0.0080318022418238,52,36,445,9,1,protein,2922760,69,3.1631622560444304,0.8464615045019763,3.027421355898369,83.92130991630256,0,lgbm
1024,gbdt,0.1446599009621317,0.0305460250440935,1.0,1.9977214171919255,0.0149609034892766,66,33,411,9,1,protein,647736,17,3.499031366089293,0.864910959590133,3.457850629765417,21.02101851347834,0,lgbm
1024,gbdt,0.1207164565714951,0.0611309219481572,1.0,0.7214073382452666,0.0125358326239486,36,14,661,9,1,protein,2501224,40,3.066868053683652,0.9809892136591732,2.8979834971924663,72.39915732294321,0,lgbm
1024,gbdt,0.1087779472701769,0.6057583576365481,1.0,1.760024437314465,0.1181051120688625,78,20,233,9,1,protein,1239560,56,2.6091897720107537,0.9667959488697736,2.0698994192757705,33.00609939545393,0,lgbm
1024,dart,0.1781667131746263,1.133798217008921,1.0,1.0159031009255963,0.0573132295113712,-1,7,316,9,1,protein,680032,23,3.4117274450315387,0.932233981948536,3.3433942928752445,35.46815027203411,0,lgbm
1024,gbdt,0.1193870459658662,0.0813151900113211,1.0,1.0097840032402638,0.0184356256929684,-1,1,603,9,1,protein,5291928,92,2.718468887844353,0.8233386847646735,2.2707023064394525,147.724757803604,0,lgbm
1024,dart,0.1422468943283188,7.097478193155554,1.0,1.1399940682162004,0.0561620353333782,31,27,608,9,1,protein,3993344,69,2.7924143321183874,0.8219335274449343,2.466456879532737,170.3255458213389,0,lgbm
1024,gbdt,0.1578515261514237,0.0251613755916381,1.0,1.1108992074482158,0.0111124436120713,27,41,238,9,1,protein,1883056,83,3.280973151928352,0.8653323142977911,3.154696568620516,53.62003957293928,0,lgbm
1024,gbdt,0.1019266968673199,0.2525379967369761,1.0,1.8520919009083037,0.0356195736419844,-1,12,412,9,1,protein,2310496,59,2.750386203994743,0.8331619029974985,2.382107722489992,63.51126985345036,0,lgbm
1024,gbdt,0.0808229353305727,1.6479964835407812,1.0,1.6794012191410117,0.1738345083093403,32,20,730,9,1,protein,4374160,63,2.4190354325222265,0.722633599865861,1.001127947616023,110.99069189932196,0,lgbm
1024,gbdt,0.1166582892490246,0.0933934990916373,1.0,1.6442423533058124,0.0344137549729607,13,24,221,9,1,protein,1703816,81,2.8519686242757767,0.8573436832147479,2.56828045386016,44.72173210885376,0,lgbm
1024,gbdt,0.1353562983514545,0.0388363091734512,1.0,1.6471520467206242,0.0388291698483034,31,11,168,9,1,protein,458304,29,3.2603388127864403,0.8616228884070659,3.1551423809893118,13.920179557986556,0,lgbm
1024,dart,0.2454965963658688,0.2067657343905077,1.0,0.1730201954910895,0.008350181496951,-1,12,450,9,1,protein,3128400,73,3.807033872651616,0.8084483048497535,3.7773138653886704,122.96505613345651,0,lgbm
1024,dart,0.23654852725387,0.6948273622055472,1.0,0.8048472921431062,0.009342987879822,-1,9,691,9,1,protein,5865208,89,3.461533169382053,0.8776081240419207,3.3709456559065814,235.85864507593212,0,lgbm
1024,gbdt,0.1319302362161597,0.0448379027542193,1.0,1.9101714618695709,0.0286707957219887,55,10,239,9,1,protein,996152,44,3.0801872587998576,0.9133205297486768,2.9267934201416845,29.615183147601783,0,lgbm
1024,dart,0.1769059726852287,1.0714258730080215,1.0,0.3971955597638585,0.0233302994886497,77,43,770,9,1,protein,4244240,58,3.058471778923229,0.9422072670570404,2.903677532635735,205.32043549511585,0,lgbm
1024,dart,0.1708023627634042,1.0962866730171128,1.0,0.0561380488452651,0.0281930756329514,-1,45,687,9,1,protein,4380312,67,2.977168261246128,0.8202591414358829,2.783809856866994,198.98043098393828,0,lgbm
1024,dart,0.112830322315936,0.2390853207166805,1.0,1.2033453968961645,0.0635798967322901,-1,38,504,9,1,protein,2874816,60,2.802208419397171,0.7653666058618669,2.514047670903746,113.36476068012416,0,lgbm
1024,gbdt,0.0950672710128274,2.002826421163636,1.0,1.2582294459123633,0.119003423802968,52,31,547,9,1,protein,5063032,97,2.43322464110277,0.8049696482804025,1.1936125987784032,120.49632912036031,0,lgbm
1024,dart,0.1636879000717158,1.3918370547406504,1.0,1.795699986500922,0.0517380081110435,87,5,343,9,1,protein,672280,21,3.4679391890750284,0.7823298056372618,3.4099675776320213,35.03426000196487,0,lgbm
1024,gbdt,0.1671034138081663,0.0151868842702055,1.0,0.1159592373688764,0.0225021818033482,-1,17,92,9,1,protein,780896,89,3.4465332991595083,0.7230440501124711,3.3277515318141564,21.63846624083817,0,lgbm
1024,gbdt,0.0889503178993372,7.524194211318889,1.0,0.2682880043949616,0.1276147263681986,26,47,789,9,1,protein,1091976,15,2.690055115256257,0.8226001484300827,2.251493912612091,31.83438745420426,0,lgbm
1024,gbdt,0.1500600400864813,0.0285477353663149,1.0,1.4681089700741217,0.0322404243024256,7,41,77,9,1,protein,603944,84,3.4673576506116075,0.7475035021840521,3.377304044086236,14.113097919151189,0,lgbm
1024,gbdt,0.1514128295016804,0.0047178706575371,1.0,1.4592301532801493,0.0096663331637507,-1,16,95,9,1,protein,158840,18,4.560729728544041,0.9416074993468244,4.559781306989856,5.453251427039504,0,lgbm
1024,gbdt,0.1477926724769122,0.0378269127220221,1.0,1.8453280204967404,0.0681358509494308,75,10,105,9,1,protein,316680,32,3.1773687273974227,0.9931145787219966,3.0622598739238294,9.526135061867535,0,lgbm
1024,gbdt,0.0869381371298412,54.32074055115912,1.0,0.6773706700682642,0.17838585378068,56,30,582,9,1,protein,3878448,70,2.4385212490622226,0.8594376183534576,1.1330690178161489,96.581723485142,0,lgbm
1024,gbdt,0.0963450590339153,0.2630515986619577,1.0,1.0811771602881386,0.069424631342524,66,34,192,9,1,protein,1261056,69,2.6989831415313805,0.9804441505530364,2.3345455443569643,34.124251591041684,0,lgbm
1024,gbdt,0.1292596582091271,0.0540961701560089,1.0,0.9337358470694296,0.0300636481256141,33,27,258,9,1,protein,852432,35,3.107462827122254,0.8982681295276876,2.974406017340836,25.20414199493825,0,lgbm
1024,gbdt,0.1447695132952821,0.0362244501513216,1.0,0.6890957653966452,0.0077939304511694,35,30,561,9,1,protein,3199944,60,3.124596601345577,0.8581869969739866,2.981400385914222,89.02212661039084,0,lgbm
1024,gbdt,0.1034053131429437,0.2184447024499112,1.0,1.4535636271457573,0.0353308663704883,55,27,292,9,1,protein,2478496,89,2.700773423605752,0.9701588526638976,2.322637304437741,64.3427169835195,0,lgbm
1024,gbdt,0.1074172423049,0.7568317579823819,1.0,0.4075107789312813,0.0229591288863667,92,45,611,9,1,protein,5068856,87,2.628815004844648,0.9517926423042032,2.190920569688799,128.92220574896783,0,lgbm
1024,dart,0.2259425985277726,0.8452551760335575,1.0,0.580107489509422,0.0174450330454554,-1,44,315,9,1,protein,1222200,41,3.775891388899873,0.8933411808049805,3.7637721858269,52.744310048408806,0,lgbm
1024,dart,0.193353119128519,1.3114626888223058,1.0,1.3204585781468872,0.0171807379979605,56,17,531,9,1,protein,1805400,36,3.49670198616432,0.7139053258664707,3.4546846198135106,92.7545314868912,0,lgbm
1024,gbdt,0.1503626454274614,0.0300320242456597,1.0,0.4260516485222032,0.0061000587210088,76,47,595,9,1,protein,3108280,55,3.236288202642848,0.9256458808563416,3.1323553203798182,90.15003708656876,0,lgbm
1024,dart,0.293158773260434,0.0219057366075695,1.0,0.6587316001220991,0.0070707149790148,93,2,181,9,1,protein,1345192,78,4.688995602042125,0.937967082972482,4.713056672230709,44.85978627856821,0,lgbm
1024,dart,0.1682663455684578,0.930462364386987,1.0,0.553669195319823,0.0929426238401573,40,14,224,9,1,protein,1320704,62,2.948673045710023,0.7216818724234495,2.7200949589400096,44.80908443592489,0,lgbm
1024,gbdt,0.1248245806094313,0.0876948439157504,1.0,1.2393874865335175,0.0197113913324386,49,20,564,9,1,protein,1484448,28,3.090825230556616,0.7883945054908605,2.9449579861581467,42.35003531910479,0,lgbm
1024,gbdt,0.1586970945057989,0.0223801830836899,1.0,1.7563613180950792,0.031768468977682,42,5,125,9,1,protein,461000,39,3.3370764738469374,0.717962317949887,3.2517161075794663,13.481719424016774,0,lgbm
1024,gbdt,0.1641787580666211,0.0170594069505839,1.0,0.3168086748501848,0.0734311491971721,7,5,28,9,1,protein,173152,65,3.606496389208953,0.8576805755027767,3.5500791168657373,4.224304232746363,0,lgbm
1024,gbdt,0.1235744171852605,0.0677835995448774,1.0,0.0142093916385046,0.0211095117268303,79,23,287,9,1,protein,2711576,99,2.8243156267965426,0.9278849513783838,2.5252092791980854,71.5245202910155,0,lgbm
1024,gbdt,0.1696366007194843,0.0129015239000283,1.0,1.0797529749039558,0.0050005282958178,26,4,463,9,1,protein,1840888,42,3.6364097282423247,0.7283672514711172,3.589493444328548,53.7887125974521,0,lgbm
1024,gbdt,0.1618457120273432,0.0251262586101789,1.0,0.3014904315353617,0.0054097652920349,50,20,533,9,1,protein,4779944,94,3.1778271904011666,0.9154243167307868,3.0159004658624515,131.21242696233094,0,lgbm
1024,gbdt,0.0820781344139498,2.955267632470437,1.0,0.882556733080599,0.1987456731503722,98,43,671,9,1,protein,3247640,51,2.493912493022992,0.9584762960965444,1.2620725883660675,78.91785702016205,0,lgbm
1024,gbdt,0.1567195530132839,0.0129539868475786,1.0,1.069307791057814,0.0081379472329945,7,21,160,9,1,protein,1281280,84,3.9679376134956894,0.8602267378615174,3.916089484730041,29.38919311948121,0,lgbm
1024,gbdt,0.108545899132932,0.1090869544038497,1.0,0.3449235384900015,0.0162925895105873,76,31,648,9,1,protein,3011904,49,2.888356684426024,0.7546278726722255,2.6601616071035394,81.05410109367222,0,lgbm
1024,dart,0.2774482992193868,0.0166903090643265,1.0,0.0225238147246069,0.0063116598073918,57,40,259,9,1,protein,1353016,55,4.556615431637643,0.7537348894193128,4.583065520884065,50.07497434131801,0,lgbm
1024,dart,0.1584009010601501,0.0014062051809902,1.0,0.802265398725932,0.0133279271873801,45,8,26,9,1,protein,75920,31,5.04671651845936,0.8529631908667292,5.0397434801251215,2.4332566373050213,0,lgbm
1024,gbdt,0.0805563945613617,99.08229481400475,1.0,1.8817391227189475,0.1695505950688116,96,31,746,9,1,protein,4040336,57,2.4742982521168764,0.9498313591837318,1.1650422780231648,98.62484803702682,0,lgbm
1024,gbdt,0.169195139813202,0.0073880273591674,1.0,0.1364285562540508,0.0062255606605777,74,41,189,9,1,protein,733320,41,4.166843445326053,0.901303074870028,4.141426158262245,21.62918467540294,0,lgbm
1024,dart,0.2287085646185861,0.0027432945104425,1.0,0.1685398966348825,0.0119348755516338,79,6,83,9,1,protein,664664,84,4.415151560026899,0.929845785834448,4.41434183303416,19.542626726441085,0,lgbm
1024,gbdt,0.0846776157987825,1.437266206957171,1.0,0.6676783844305003,0.1639944485108992,-1,38,245,9,1,protein,1938440,83,2.5176889852034843,0.8552582285941396,1.6527381085769832,46.97356178425253,0,lgbm
1024,gbdt,0.0877808781410248,3.2594550324245763,1.0,0.8778817878866048,0.0803580610745763,94,24,759,9,1,protein,7098168,98,2.3941676641359493,0.8269673847517338,1.1789160266302117,169.8377032727003,0,lgbm
1024,gbdt,0.1038279759049553,1.1647316069496665,1.0,1.8709115032468775,0.1222101757762475,53,8,166,9,1,protein,978736,62,2.679022281961751,0.9794447625621328,2.1727819859494275,25.99457503575832,0,lgbm
1024,gbdt,0.1515257671911273,0.0208481853366653,1.0,0.9785139275924116,0.0079330025190654,42,36,552,9,1,protein,975936,19,3.5890454831512137,0.7501996362274193,3.553896848595836,32.099252614192665,0,lgbm
1024,gbdt,0.1075928730719022,0.4353292325274961,1.0,1.3307925284192037,0.1219488243598933,-1,32,65,9,1,protein,520520,84,2.815343448128996,0.8274304381552022,2.506336483505476,14.345017433166504,0,lgbm
1024,gbdt,0.0915890139027933,16.831499888762806,1.0,0.4970653054456169,0.0677001311882129,15,28,713,9,1,protein,3450920,51,2.5217379256441275,0.7400479741650727,1.8132664415055817,89.57677575480193,0,lgbm
1024,gbdt,0.0993754016017074,0.4771071846822708,1.0,1.8922679052796845,0.0442358545223267,56,22,693,9,1,protein,5749128,87,2.477740431323513,0.8990546750942228,1.7105586113186044,141.91406689956784,0,lgbm
1024,gbdt,0.161893492939793,0.0118232206474045,1.0,1.5219796402724948,0.0432504955164153,75,37,50,9,1,protein,88400,19,3.9697830602750535,0.9880123672934732,3.960586971961439,2.9219966223463416,0,lgbm
1024,gbdt,0.0931905254343173,1.017046559276216,1.0,1.042612092417249,0.168367572900128,97,14,410,9,1,protein,1079120,28,2.648086372782819,0.7988737015625108,1.993497172079857,28.92805828806013,0,lgbm
1024,gbdt,0.1120856051852497,0.0758866199756965,1.0,0.0599888234472412,0.0118462278322645,68,27,628,9,1,protein,3642400,61,2.9172831533962458,0.7373574890993781,2.700253350661331,98.53799356427044,0,lgbm
