batch_size,best_rmse_results,confidence_D_diagonal_kendall_results,confidence_D_diagonal_spread_results,confidence_D_entropy_kendall_results,confidence_D_entropy_spread_results,confidence_power_kendall_results,confidence_power_spread_results,confidence_std_kendall_results,confidence_std_spread_results,dropout_body,dropout_d,dropout_y,epoch,layers_body,layers_d,layers_y,load_distribution_lambda,lr,n_citizens,n_input,n_output,name,nbytes_results,power_entropy_results,rmse_results,solver,speaker_entropy_results,specialization_lambda,train_time_results,verbose,width_body,width_d,width_y,alg
1024,2.1763502983382796,,0.0,0.0925261614571076,3.66384e-05,0.055922028867896,2.8668623e-07,-0.0897546865667869,0.8879998,0.0330675028936498,0.0166139126679424,0.018938932895687,107,1,3,2,0.4533321383157113,0.004618292068512,4,9,1,protein,4195824,0.0398596078157424,4.991619,sink_many,8.599133138886829e-08,0.5706061957105453,83.43317465484142,0,124,254,257,le
1024,1.8312433062419893,0.1316771003863696,0.02634711,0.1128243287731312,0.031202499,-0.0730285383066345,0.023411347,0.0004640535967727,10.598427,0.3117557546364922,0.2776667732709706,0.1713489762817767,122,2,2,1,0.8683619472808319,0.003804435118169,3,9,1,protein,3343524,1.0,3.0994925,sink_many,1.0850898490843974e-07,0.0,103.82022796198726,0,291,291,68,le
1024,2.310081245875893,0.1232122024755696,0.024383975,0.0556673741339083,0.04002557,0.0409379840425975,0.059628222,-0.107445145440547,3.7317288,0.2215679555157354,0.0010774023555363,0.1003364214490377,99,2,1,4,0.7334738053796809,0.0009649700297809,5,9,1,protein,1358600,0.1205009207129478,1.4450109,sink_many,0.5545628786087036,0.6799045925774463,101.53573091886938,0,108,294,68,le
1024,2.3516606471466828,-0.0791394910477548,0.017013423,0.1702896725121764,0.057620037,0.1824712701392033,0.121816605,-0.0674527771372141,1.1179547,0.3884870293960495,0.0615557993592625,0.0334029109144081,165,1,2,1,0.5021958407778593,0.0002233947838115,23,9,1,protein,10531608,0.239927938580513,3.973551,sink_many,0.3668406009674072,0.4234186967350726,272.8354237098247,0,208,230,28,le
1024,2.209449376148491,-0.0076297079892958,0.006433431,0.0556403899116708,0.018988546,0.1595497969412437,0.055525832,-0.0159807791170356,4.1979876,0.2925691066012746,0.2910503828731189,0.1147409564487327,159,1,1,1,0.1903075317508342,0.0014165706907502,38,9,1,protein,7699104,0.1072750955820083,12.845673,sink_many,0.2316196590662002,0.7023146904994169,375.8211295381189,0,95,173,273,le
1024,1.7187949495324135,0.0453491999713189,0.020791579,0.0922298362678564,0.017971773,0.1551548340811847,0.044196,-0.1251842687693055,6.2022085,0.022902097208669,0.2394005560627462,0.1959676998441629,152,0,3,3,0.4509555572328999,0.0015028683179016,6,9,1,protein,2527104,0.2067915380001068,2.8520467,sink_many,0.7007059335708619,0.9533633589587116,163.38253135979176,0,185,135,179,le
1024,2.3894571344983864,0.0003818283268181,0.20036283,0.0439963842083976,0.24484368,0.0677966562240881,0.28068805,0.1715293853013596,1147.35,0.1644925393821845,0.3368969061338493,0.2077882374748514,70,1,2,2,0.1561807096444925,0.0026293730486354,2,9,1,protein,606592,0.267356652021408,2.9146667,sink_many,1.7198266277773658e-07,0.0,43.766628090292215,0,107,192,85,le
1024,1.8213122646190645,0.0202711785132922,0.03177283,0.1007138361016135,0.074865215,0.1660416368315894,0.087121785,-0.1418964801884545,1.8931463,0.3553929945394,0.2299089567891147,0.2045253669056217,178,2,1,2,0.7323377578278251,0.0010630777112657,7,9,1,protein,2092216,0.1120017021894455,4.518559,sink_many,0.5687634408473968,0.2179746020608509,195.2659446708858,0,174,58,111,le
1024,2.580609240195541,0.0164109311511342,0.029106995,0.0149556498653595,0.051289175,0.0179677276682804,0.050579578,-0.0389536935715626,196.88734,0.3945147205644236,0.1570328553637649,0.0234614290350964,183,1,1,1,0.292843299736424,0.0021721340768193,2,9,1,protein,288528,0.0499098241329193,16.629448,sink_many,0.775896179676056,0.1884203134586347,115.20137214101852,0,170,135,64,le
1024,2.2380128998890876,0.0286010918258147,0.112587854,0.0013388800828681,0.12120442,-0.0154049745299168,0.20227927,0.0691933847537457,20.09764,0.2281682736218671,0.0095430070050024,0.2346050151823149,186,2,4,1,0.6726622052057257,0.0005786224712777,3,9,1,protein,798216,0.5150177776813507,3.0491214,sink_many,0.5018869578838349,0.0,139.8562470395118,0,122,77,182,le
1024,2.1162709142821883,0.0844210280584722,0.060943987,0.0232481705732995,0.17924951,0.0938978539704204,0.17227787,-0.0550429397378749,1.6109451,0.0457208911550023,0.0,0.3508295676224318,95,1,1,2,0.5551633309213804,0.0027638662904741,7,9,1,protein,2716476,0.3734907329082489,1.6789131,sink_many,0.4319067239761353,0.0,92.57603718154132,0,191,117,188,le
1024,2.372235272863941,-0.01433155484024,0.04177058,-0.0062128148991344,0.004334491,0.0252068004281138,0.08264697,0.1105573041898245,0.1612921,0.2001133570888299,0.0566510620995897,0.3993797763095977,182,1,2,3,0.4891911118418527,0.0046252595135859,8,9,1,protein,8256992,0.0479658916592597,2.9655418,sink_many,0.3075605273246765,0.8683892187964797,221.2548193428665,0,45,284,272,le
1024,2.6132243384084703,0.0696198204772632,0.018891502,0.0780779197360926,0.04558919,0.058937707067092,0.041932568,-0.0496140163967641,4.160555,0.1474031345961963,0.0809332048554666,0.0,69,1,1,1,0.9193873569871388,0.0036978488320822,6,9,1,protein,1113432,0.0630216404795646,4.840001,sink_many,0.3708896696567535,0.3129280394428262,63.895690467208624,0,101,279,148,le
1024,2.4484613270582196,0.0197583152062354,0.02344322,0.1846289034626403,0.028263519,0.2365523359399355,0.11687064,-0.1223219815613081,5.4273815,0.2299916777573862,0.2441764088112165,0.3858054986366089,161,3,3,1,0.4060318968491743,0.000527764595102,35,9,1,protein,6762840,0.4701138734817505,1.2693465,sink_many,0.3395297348499298,0.4488601147041194,485.1928409617394,0,68,98,123,le
1024,2.0985703217573164,-0.1725360834002055,0.0118413055,0.2204318380226984,0.052936394,0.2163329639297283,0.057647705,0.0007158095500029,0.31068513,0.182731872157205,0.0996363633050748,0.08707754745671,162,2,1,2,0.0511313975935181,0.0019067699178678,30,9,1,protein,11406240,0.1966231703758239,1.8278404,sink_many,0.4584996879100799,0.278972510328097,362.93571358546615,0,133,273,121,le
1024,2.062558455768051,0.0125168772549232,0.0011125552,-0.0632945212022741,0.021674637,-0.0224919627214017,0.0024036432,-0.171900000443025,0.20527016,0.2519928529730179,0.2911348036625114,0.3948488143268834,101,1,1,3,0.0,0.0032499042958395,27,9,1,protein,18027252,0.0279316570609807,3.14829,sink_many,3.61696592676708e-08,0.520801403472034,212.38440694473684,0,139,223,220,le
1024,2.310782619587364,-0.0038443908351795,0.031788725,0.2236774827693705,0.08171349,0.2140721639284324,0.16531761,-0.2147711004328784,4.197536,0.0667515703486484,0.3949193541986798,0.3537118272956754,100,4,1,3,0.6189541663932575,0.0035949514465483,20,9,1,protein,14502480,0.37226203083992,0.8860347,sink_many,0.544395101070404,0.2394531643328467,199.2949755564332,0,99,35,246,le
1024,2.4387302245476152,0.0040198297898784,0.0008189549,0.0120583635287977,0.0059377104,0.0048960902517216,0.004469755,0.0845379266739288,3.6714942,0.1858259165307745,0.295961585249524,0.0898325778376767,131,0,2,2,0.8771610659524637,0.001537016811933,24,9,1,protein,1645056,0.9629305958747864,5.03533,sink_many,0.1793186873197555,0.0,216.2708405721933,0,140,11,123,le
1024,3.384327974899635,,0.0,0.1317268492702788,3.8528412e-07,0.008920937082924,1.1918756e-07,-0.1094138929622559,0.16134693,0.3968384608799796,0.1899923005908214,0.1106861834892767,193,2,3,1,0.0,0.00449501193166,3,9,1,protein,271032,0.0425783812999725,1.4838641,sink_many,1.0850898490843974e-07,0.9350767932378724,143.74629956111312,0,13,95,161,le
1024,2.297263598576717,-0.0430133492270999,0.15075007,-0.0741481784532337,0.20789202,-0.0656735348517631,0.23411456,0.0492726271222734,11.437639,0.0611906159022353,0.3338561494642305,0.2871594082767235,189,1,3,1,0.384562965129913,0.0009181715551551,3,9,1,protein,1552380,0.2718044012784958,5.0714746,sink_many,1.0850898490843974e-07,0.0,146.36749076656997,0,283,156,115,le
